Functions
Variables
Definitions
NumpyModel
Initialize the trainer
Dataset

Training ..
2024-08-29 23:23:16.679309: E external/xla/xla/service/slow_operation_alarm.cc:133] The operation took 2m51.893388s

********************************
[Compiling module jit_diagram_output] Slow compile? XLA was built without compiler optimizations, which can be slow. Try rebuilding with -c opt.
********************************
2024-08-30 00:06:08.192694: E external/xla/xla/service/slow_operation_alarm.cc:133] The operation took 12m17.819336s

********************************
[Compiling module jit_diagram_output] Slow compile? XLA was built without compiler optimizations, which can be slow. Try rebuilding with -c opt.
********************************
2024-08-30 00:10:32.051049: E external/xla/xla/service/slow_operation_alarm.cc:133] The operation took 3m37.522121s

********************************
[Compiling module jit_diagram_output] Slow compile? XLA was built without compiler optimizations, which can be slow. Try rebuilding with -c opt.
********************************
Epoch 1:    train/loss: 0.5656   valid/loss: 1.1189   train/acc: 0.5185   valid/acc: 0.3913
Epoch 2:    train/loss: 0.9291   valid/loss: 0.9650   train/acc: 0.5231   valid/acc: 0.5000
Epoch 3:    train/loss: 0.8635   valid/loss: 1.1381   train/acc: 0.5532   valid/acc: 0.3696
Epoch 4:    train/loss: 1.1652   valid/loss: 0.9304   train/acc: 0.4977   valid/acc: 0.4565
Epoch 5:    train/loss: 1.2844   valid/loss: 0.9290   train/acc: 0.5278   valid/acc: 0.4565
Epoch 6:    train/loss: 0.8502   valid/loss: 0.8965   train/acc: 0.5694   valid/acc: 0.4348
Epoch 7:    train/loss: 1.0624   valid/loss: 0.8846   train/acc: 0.5787   valid/acc: 0.4565
Epoch 8:    train/loss: 0.9616   valid/loss: 0.8693   train/acc: 0.5648   valid/acc: 0.5000
Epoch 9:    train/loss: 0.9122   valid/loss: 0.9117   train/acc: 0.5509   valid/acc: 0.5000
Epoch 10:   train/loss: 0.9370   valid/loss: 1.0933   train/acc: 0.5880   valid/acc: 0.4565
Epoch 11:   train/loss: 0.6639   valid/loss: 1.0970   train/acc: 0.5903   valid/acc: 0.4348
Epoch 12:   train/loss: 0.5783   valid/loss: 1.0694   train/acc: 0.5810   valid/acc: 0.3913
Epoch 13:   train/loss: 0.6553   valid/loss: 1.0753   train/acc: 0.6157   valid/acc: 0.4348
Epoch 14:   train/loss: 0.7231   valid/loss: 1.0817   train/acc: 0.5764   valid/acc: 0.4348
Epoch 15:   train/loss: 0.9861   valid/loss: 1.0983   train/acc: 0.5532   valid/acc: 0.4348
Epoch 16:   train/loss: 0.8842   valid/loss: 1.0939   train/acc: 0.5347   valid/acc: 0.4348
Epoch 17:   train/loss: 1.0399   valid/loss: 1.0725   train/acc: 0.5995   valid/acc: 0.4348
Epoch 18:   train/loss: 0.9081   valid/loss: 1.0269   train/acc: 0.5509   valid/acc: 0.4348
Epoch 19:   train/loss: 0.5331   valid/loss: 1.0280   train/acc: 0.5880   valid/acc: 0.4130
Epoch 20:   train/loss: 0.8125   valid/loss: 1.0776   train/acc: 0.5764   valid/acc: 0.4348
Epoch 21:   train/loss: 1.1611   valid/loss: 1.0956   train/acc: 0.6088   valid/acc: 0.4130
Epoch 22:   train/loss: 0.9068   valid/loss: 1.1799   train/acc: 0.5764   valid/acc: 0.3913
Epoch 23:   train/loss: 0.8975   valid/loss: 1.1892   train/acc: 0.5625   valid/acc: 0.4130
Epoch 24:   train/loss: 0.6331   valid/loss: 1.1850   train/acc: 0.5903   valid/acc: 0.3913
Epoch 25:   train/loss: 1.0664   valid/loss: 1.1362   train/acc: 0.5995   valid/acc: 0.4130
Epoch 26:   train/loss: 0.8289   valid/loss: 1.1066   train/acc: 0.5648   valid/acc: 0.4130
Epoch 27:   train/loss: 0.7607   valid/loss: 1.0889   train/acc: 0.5671   valid/acc: 0.4348
Epoch 28:   train/loss: 0.8155   valid/loss: 1.1725   train/acc: 0.5926   valid/acc: 0.4130
Epoch 29:   train/loss: 0.6808   valid/loss: 1.1227   train/acc: 0.6250   valid/acc: 0.4348
Epoch 30:   train/loss: 0.7677   valid/loss: 1.1478   train/acc: 0.6157   valid/acc: 0.4130
Epoch 31:   train/loss: 0.6415   valid/loss: 1.2036   train/acc: 0.5972   valid/acc: 0.4130
Epoch 32:   train/loss: 0.6513   valid/loss: 1.1005   train/acc: 0.5648   valid/acc: 0.4565
Epoch 33:   train/loss: 0.6835   valid/loss: 1.0125   train/acc: 0.5509   valid/acc: 0.4348
Epoch 34:   train/loss: 0.6254   valid/loss: 1.0597   train/acc: 0.6134   valid/acc: 0.4565
Epoch 35:   train/loss: 0.5485   valid/loss: 1.0826   train/acc: 0.5625   valid/acc: 0.4348
Epoch 36:   train/loss: 0.6687   valid/loss: 1.0925   train/acc: 0.5949   valid/acc: 0.4130
Epoch 37:   train/loss: 0.8805   valid/loss: 1.0467   train/acc: 0.6343   valid/acc: 0.4565
Epoch 38:   train/loss: 0.6824   valid/loss: 1.0583   train/acc: 0.5880   valid/acc: 0.4783
Epoch 39:   train/loss: 0.9455   valid/loss: 1.0680   train/acc: 0.5880   valid/acc: 0.4783
Epoch 40:   train/loss: 0.6381   valid/loss: 1.0357   train/acc: 0.5903   valid/acc: 0.4783
Epoch 41:   train/loss: 0.9002   valid/loss: 1.0168   train/acc: 0.6296   valid/acc: 0.4565
Epoch 42:   train/loss: 0.7145   valid/loss: 1.0495   train/acc: 0.6042   valid/acc: 0.4565
Epoch 43:   train/loss: 0.7973   valid/loss: 1.0454   train/acc: 0.5810   valid/acc: 0.4783
Epoch 44:   train/loss: 0.6098   valid/loss: 1.0875   train/acc: 0.5694   valid/acc: 0.4565
Epoch 45:   train/loss: 0.7835   valid/loss: 1.0533   train/acc: 0.6204   valid/acc: 0.4565
Epoch 46:   train/loss: 0.8870   valid/loss: 1.0503   train/acc: 0.5972   valid/acc: 0.4348
Epoch 47:   train/loss: 1.2333   valid/loss: 1.1272   train/acc: 0.6435   valid/acc: 0.3913
Epoch 48:   train/loss: 0.5973   valid/loss: 1.1325   train/acc: 0.6042   valid/acc: 0.3913
Epoch 49:   train/loss: 0.9111   valid/loss: 1.0939   train/acc: 0.6690   valid/acc: 0.4130
Epoch 50:   train/loss: 0.8089   valid/loss: 1.1736   train/acc: 0.5856   valid/acc: 0.3913
Epoch 51:   train/loss: 0.8558   valid/loss: 1.1009   train/acc: 0.6389   valid/acc: 0.4130
Epoch 52:   train/loss: 1.0460   valid/loss: 1.1551   train/acc: 0.5741   valid/acc: 0.3913
Epoch 53:   train/loss: 0.7642   valid/loss: 1.1960   train/acc: 0.6319   valid/acc: 0.3913
Epoch 54:   train/loss: 0.6184   valid/loss: 1.2236   train/acc: 0.6204   valid/acc: 0.3696
Epoch 55:   train/loss: 0.5928   valid/loss: 1.2149   train/acc: 0.6204   valid/acc: 0.3913
Epoch 56:   train/loss: 0.6404   valid/loss: 1.1967   train/acc: 0.6597   valid/acc: 0.3478
Epoch 57:   train/loss: 0.6778   valid/loss: 1.1974   train/acc: 0.5648   valid/acc: 0.3261
Epoch 58:   train/loss: 0.7109   valid/loss: 1.1973   train/acc: 0.6250   valid/acc: 0.3043
Epoch 59:   train/loss: 0.7215   valid/loss: 1.1468   train/acc: 0.6296   valid/acc: 0.3261
Epoch 60:   train/loss: 0.7058   valid/loss: 1.1681   train/acc: 0.6019   valid/acc: 0.3043
Epoch 61:   train/loss: 0.5332   valid/loss: 1.1515   train/acc: 0.6343   valid/acc: 0.2826
Epoch 62:   train/loss: 0.8569   valid/loss: 1.1502   train/acc: 0.5810   valid/acc: 0.3043
Epoch 63:   train/loss: 0.7394   valid/loss: 1.1952   train/acc: 0.6829   valid/acc: 0.2826
Epoch 64:   train/loss: 0.6376   valid/loss: 1.1539   train/acc: 0.6481   valid/acc: 0.3261
Epoch 65:   train/loss: 0.8298   valid/loss: 1.1235   train/acc: 0.6296   valid/acc: 0.3261
Epoch 66:   train/loss: 0.8179   valid/loss: 1.1513   train/acc: 0.6157   valid/acc: 0.2826
Epoch 67:   train/loss: 0.7327   valid/loss: 1.1896   train/acc: 0.6296   valid/acc: 0.2826
Epoch 68:   train/loss: 0.5275   valid/loss: 1.1875   train/acc: 0.5995   valid/acc: 0.3043
Epoch 69:   train/loss: 0.6098   valid/loss: 1.1699   train/acc: 0.6713   valid/acc: 0.3043
Epoch 70:   train/loss: 0.7728   valid/loss: 1.1501   train/acc: 0.6481   valid/acc: 0.3043
Epoch 71:   train/loss: 0.7000   valid/loss: 1.1581   train/acc: 0.6574   valid/acc: 0.3261
Epoch 72:   train/loss: 0.4453   valid/loss: 1.1578   train/acc: 0.6481   valid/acc: 0.3043
Epoch 73:   train/loss: 0.7641   valid/loss: 1.1510   train/acc: 0.6574   valid/acc: 0.3043
Epoch 74:   train/loss: 0.8113   valid/loss: 1.1535   train/acc: 0.6227   valid/acc: 0.3261
Epoch 75:   train/loss: 0.7278   valid/loss: 1.1668   train/acc: 0.6366   valid/acc: 0.3261
Epoch 76:   train/loss: 0.6804   valid/loss: 1.1258   train/acc: 0.7037   valid/acc: 0.3261
Epoch 77:   train/loss: 0.5980   valid/loss: 1.1645   train/acc: 0.6481   valid/acc: 0.3478
Epoch 78:   train/loss: 0.6633   valid/loss: 1.1623   train/acc: 0.6875   valid/acc: 0.3478
