Functions
Definitions
NumpyModel
Initialize the trainer
Dataset

Training ..
Epoch 1:    train/loss: 1.1167   valid/loss: 1.0411   train/acc: 0.5824   valid/acc: 0.4737
Epoch 2:    train/loss: 0.5994   valid/loss: 0.4560   train/acc: 0.6593   valid/acc: 0.7895
Epoch 3:    train/loss: 0.4572   valid/loss: 0.4896   train/acc: 0.7802   valid/acc: 0.7895
Epoch 4:    train/loss: 0.2809   valid/loss: 0.5014   train/acc: 0.8022   valid/acc: 0.7895
Epoch 5:    train/loss: 0.6980   valid/loss: 0.4801   train/acc: 0.7473   valid/acc: 0.7895
Epoch 6:    train/loss: 0.2514   valid/loss: 0.4413   train/acc: 0.8132   valid/acc: 0.7895
Epoch 7:    train/loss: 0.1549   valid/loss: 0.4607   train/acc: 0.8132   valid/acc: 0.7895
Epoch 8:    train/loss: 0.1822   valid/loss: 0.4964   train/acc: 0.8242   valid/acc: 0.7368
Epoch 9:    train/loss: 0.1043   valid/loss: 0.3960   train/acc: 0.8791   valid/acc: 0.8421
Epoch 10:   train/loss: 0.3174   valid/loss: 0.7334   train/acc: 0.8681   valid/acc: 0.7895
Epoch 11:   train/loss: 0.1334   valid/loss: 0.4521   train/acc: 0.9011   valid/acc: 0.8421
Epoch 12:   train/loss: 0.1516   valid/loss: 0.4767   train/acc: 0.9011   valid/acc: 0.8421
Epoch 13:   train/loss: 0.5259   valid/loss: 0.4430   train/acc: 0.8901   valid/acc: 0.8421
Epoch 14:   train/loss: 0.2869   valid/loss: 0.4264   train/acc: 0.9121   valid/acc: 0.8947
Epoch 15:   train/loss: 0.1127   valid/loss: 0.3682   train/acc: 0.9231   valid/acc: 0.8421
Epoch 16:   train/loss: 0.1315   valid/loss: 0.5044   train/acc: 0.9231   valid/acc: 0.7895
Epoch 17:   train/loss: 0.5830   valid/loss: 0.3303   train/acc: 0.9121   valid/acc: 0.8421
Epoch 18:   train/loss: 0.0441   valid/loss: 0.3226   train/acc: 0.9451   valid/acc: 0.8421
Epoch 19:   train/loss: 0.4987   valid/loss: 0.3271   train/acc: 0.9451   valid/acc: 0.8421
Epoch 20:   train/loss: 0.2945   valid/loss: 0.3584   train/acc: 0.9560   valid/acc: 0.8421
Epoch 21:   train/loss: 0.2190   valid/loss: 0.3779   train/acc: 0.9451   valid/acc: 0.7895
Epoch 22:   train/loss: 0.1627   valid/loss: 0.3753   train/acc: 0.9670   valid/acc: 0.7895
Epoch 23:   train/loss: 0.4418   valid/loss: 0.4080   train/acc: 0.9560   valid/acc: 0.7895
Epoch 24:   train/loss: 0.1038   valid/loss: 0.3830   train/acc: 0.9451   valid/acc: 0.8421
Epoch 25:   train/loss: 0.0592   valid/loss: 0.3973   train/acc: 0.9670   valid/acc: 0.8421
Epoch 26:   train/loss: 0.1988   valid/loss: 0.3956   train/acc: 0.9560   valid/acc: 0.8421
Epoch 27:   train/loss: 0.1064   valid/loss: 0.3885   train/acc: 0.9890   valid/acc: 0.8421
Epoch 28:   train/loss: 0.1754   valid/loss: 0.3835   train/acc: 0.9560   valid/acc: 0.8421
Epoch 29:   train/loss: 0.1453   valid/loss: 0.3620   train/acc: 0.9780   valid/acc: 0.8421
Epoch 30:   train/loss: 0.0303   valid/loss: 0.3543   train/acc: 0.9560   valid/acc: 0.8421
Epoch 31:   train/loss: 0.0493   valid/loss: 0.3661   train/acc: 0.9780   valid/acc: 0.8421
Epoch 32:   train/loss: 0.0233   valid/loss: 0.4464   train/acc: 0.9451   valid/acc: 0.7895
