Functions
Variables
Definitions
NumpyModel
Initialize the trainer
Dataset

Training ..
Epoch 1:    train/loss: 1.1167   valid/loss: 1.0411   train/acc: 0.5824   valid/acc: 0.4737
Epoch 2:    train/loss: 0.5994   valid/loss: 0.4560   train/acc: 0.6593   valid/acc: 0.7895
Epoch 3:    train/loss: 0.4572   valid/loss: 0.4896   train/acc: 0.7802   valid/acc: 0.7895
Epoch 4:    train/loss: 0.2810   valid/loss: 0.5014   train/acc: 0.8022   valid/acc: 0.7895
Epoch 5:    train/loss: 0.6979   valid/loss: 0.4801   train/acc: 0.7473   valid/acc: 0.7895
Epoch 6:    train/loss: 0.2513   valid/loss: 0.4414   train/acc: 0.8132   valid/acc: 0.7895
Epoch 7:    train/loss: 0.1550   valid/loss: 0.4606   train/acc: 0.8132   valid/acc: 0.7895
Epoch 8:    train/loss: 0.1822   valid/loss: 0.4966   train/acc: 0.8242   valid/acc: 0.7368
Epoch 9:    train/loss: 0.1046   valid/loss: 0.3962   train/acc: 0.8791   valid/acc: 0.8421
Epoch 10:   train/loss: 0.3169   valid/loss: 0.7198   train/acc: 0.8681   valid/acc: 0.7895
Epoch 11:   train/loss: 0.1337   valid/loss: 0.4602   train/acc: 0.9011   valid/acc: 0.8421
Epoch 12:   train/loss: 0.1522   valid/loss: 0.4733   train/acc: 0.9011   valid/acc: 0.8421
Epoch 13:   train/loss: 0.5296   valid/loss: 0.4409   train/acc: 0.8901   valid/acc: 0.8421
Epoch 14:   train/loss: 0.2855   valid/loss: 0.4248   train/acc: 0.9121   valid/acc: 0.8947
Epoch 15:   train/loss: 0.1131   valid/loss: 0.3671   train/acc: 0.9231   valid/acc: 0.8421
Epoch 16:   train/loss: 0.1328   valid/loss: 0.4750   train/acc: 0.9121   valid/acc: 0.7895
Epoch 17:   train/loss: 0.5829   valid/loss: 0.3287   train/acc: 0.9121   valid/acc: 0.8421
Epoch 18:   train/loss: 0.0432   valid/loss: 0.3208   train/acc: 0.9451   valid/acc: 0.8421
Epoch 19:   train/loss: 0.4996   valid/loss: 0.3259   train/acc: 0.9451   valid/acc: 0.8421
Epoch 20:   train/loss: 0.2953   valid/loss: 0.3574   train/acc: 0.9560   valid/acc: 0.8421
Epoch 21:   train/loss: 0.2242   valid/loss: 0.3720   train/acc: 0.9451   valid/acc: 0.8421
Epoch 22:   train/loss: 0.1587   valid/loss: 0.3621   train/acc: 0.9670   valid/acc: 0.8421
Epoch 23:   train/loss: 0.4398   valid/loss: 0.3798   train/acc: 0.9560   valid/acc: 0.7895
Epoch 24:   train/loss: 0.0993   valid/loss: 0.3744   train/acc: 0.9451   valid/acc: 0.8421
Epoch 25:   train/loss: 0.0585   valid/loss: 0.3889   train/acc: 0.9670   valid/acc: 0.8421
Epoch 26:   train/loss: 0.1936   valid/loss: 0.4170   train/acc: 0.9560   valid/acc: 0.7895
Epoch 27:   train/loss: 0.1045   valid/loss: 0.4106   train/acc: 0.9890   valid/acc: 0.7895
Epoch 28:   train/loss: 0.1740   valid/loss: 0.3964   train/acc: 0.9560   valid/acc: 0.7895
Epoch 29:   train/loss: 0.1488   valid/loss: 0.3826   train/acc: 0.9780   valid/acc: 0.7895
Epoch 30:   train/loss: 0.0302   valid/loss: 0.3620   train/acc: 0.9560   valid/acc: 0.8421
Epoch 31:   train/loss: 0.0495   valid/loss: 0.3822   train/acc: 0.9780   valid/acc: 0.8421
Epoch 32:   train/loss: 0.0233   valid/loss: 0.3921   train/acc: 0.9451   valid/acc: 0.8421
